CodiProv CodiDiagnost dies sexe
7 1404 11973 M
7 1405 -99 M
7 1406 -99 M
7 1407 915 M
7 1408 1116 M
7 1409 194 M
7 1410 2632 M
7 1501 41 M
7 1502 975 M
7 1503 18401 M
7 1504 10127 M
7 1505 1983 M
7 1506 536 M
7 1507 535 M
7 1508 2673 M
7 1601 2886 M
7 1602 3916 M
7 1700 1927 M
7 1801 1053 M
7 1802 2499 M
7 1803 136 M
7 1804 11084 M
7 1901 2421 M
7 1902 1068 M
7 1903 1650 M
7 1904 16487 M
7 1905 3276 M
7 1906 13114 M
7 1907 411 M
7 1908 1508 M
7 1909 10581 M
7 1911 565 M
7 2101 82 M
7 2102 31 M
7 2103 -99 M
7 2104 3654 M
7 2105 6813 M
7 9999 5676 M
35 0101 766 H
35 0102 352 H
35 0103 2155 H
35 0104 7328 H
35 0105 1497 H
35 0106 3129 H
35 0201 5541 H
35 0202 5509 H
35 0203 607 H
35 0204 10 H
35 0205 -99 H
35 0206 -99 H
35 0207 2880 H
35 0208 2871 H
35 0209 23576 H
35 0210 349 H
35 0211 345 H
35 0212 -99 H
35 0213 4465 H
35 0301 1540 H
35 0302 1447 H
35 0401 4758 H
35 0402 4046 H
35 0501 6724 H
35 0502 1875 H
35 0503 2748 H
35 0504 17230 H
35 0505 5044 H
35 0506 5192 H
35 0601 3212 H
35 0602 120 H
35 0603 1273 H
35 0604 1310 H
35 0605 8483 H
35 0701 17 H
35 0702 599 H
35 0800 722 H
35 0901 4518 H
35 0902 2294 H
35 0903 9757 H
35 0904 8673 H
35 0905 1820 H
35 0906 5071 H
35 0907 13616 H
35 0908 20206 H
35 0909 2049 H
35 0910 210 H
35 0911 9615 H
35 1001 1614 H
35 1002 13892 H
35 1003 4028 H
35 1004 357 H
35 1005 1485 H
35 1006 10068 H
35 1007 922 H
35 1008 17214 H
35 1101 214 H
35 1102 364 H
35 1103 817 H
35 1104 1431 H
35 1105 664 H
35 1106 2531 H
35 1107 1589 H
35 1108 1683 H
35 1109 1634 H
35 1110 1149 H
35 1111 2211 H
35 1112 2193 H
35 1113 650 H
35 1114 2389 H
35 1115 2515 H
35 1116 1826 H
35 1117 4803 H
35 1118 1947 H
35 1119 4071 H
35 1120 3261 H
35 1201 2876 H
35 1202 123 H
35 1203 2355 H
35 1301 1276 H
35 1302 2013 H
35 1303 663 H
35 1304 1239 H
35 1305 625 H
35 1306 2028 H
35 1307 1851 H
35 1308 671 H
35 1309 1664 H
35 1310 1432 H
35 1401 1777 H
35 1402 3277 H
35 1403 933 H
35 1404 9798 H
35 1405 1865 H
35 1406 1453 H
35 1407 81 H
35 1408 -99 H
35 1409 -99 H
35 1410 461 H
35 1501 -99 H
35 1502 -99 H
35 1503 -99 H
35 1504 -99 H
35 1505 -99 H
35 1506 -99 H
35 1507 -99 H
35 1508 -99 H
35 1601 3290 H
35 1602 4193 H
35 1700 3871 H
35 1801 743 H
35 1802 778 H
35 1803 79 H
35 1804 11704 H
35 1901 3943 H
35 1902 1079 H
35 1903 817 H
35 1904 5847 H
35 1905 1855 H
35 1906 7909 H
35 1907 607 H
35 1908 697 H
35 1909 10848 H
35 1911 994 H
35 2101 64 H
35 2102 -99 H
35 2103 -99 H
35 2104 4876 H
35 2105 2185 H
35 9998 5178 H
35 0101 970 M
35 0102 494 M
35 0103 1150 M
35 0104 5603 M
35 0105 329 M
35 0106 3474 M
35 0201 3530 M
35 0202 2673 M
35 0203 261 M
35 0204 2030 M
35 0205 1378 M
35 0206 1352 M
35 0207 -99 M
35 0208 446 M
35 0209 14706 M
35 0210 1182 M
35 0211 257 M
35 0212 1107 M
35 0213 3804 M
35 0301 1875 M
35 0302 1590 M
35 0401 3501 M
35 0402 6193 M
35 0501 8634 M
35 0502 356 M
35 0503 779 M
35 0504 10604 M
35 0505 4960 M
35 0506 4558 M
35 0601 2229 M
35 0602 181 M
35 0603 1088 M
35 0604 1941 M
35 0605 10036 M
35 0701 270 M
35 0702 623 M
35 0800 757 M
35 0901 5411 M
35 0902 1478 M
35 0903 3966 M
35 0904 3174 M
35 0905 1948 M
35 0906 3436 M
35 0907 15438 M
35 0908 19120 M
35 0909 1180 M
35 0910 422 M
35 0911 8268 M
35 1001 1365 M
35 1002 12994 M
35 1003 5877 M
35 1004 303 M
35 1005 773 M
35 1006 5472 M
35 1007 1956 M
35 1008 16344 M
35 1101 207 M
35 1102 162 M
35 1103 449 M
35 1104 717 M
35 1105 765 M
35 1106 1644 M
35 1107 167 M
35 1108 1745 M
35 1109 1396 M
35 1110 1987 M
35 1111 2983 M
35 1112 1648 M
35 1113 668 M
35 1114 1782 M
35 1115 301 M
35 1116 1685 M
35 1117 6254 M
35 1118 1444 M
35 1119 2704 M
35 1120 3014 M
35 1201 2251 M
35 1202 144 M
35 1203 3822 M
35 1301 1383 M
35 1302 3974 M
35 1303 263 M
35 1304 1008 M
35 1305 1089 M
35 1306 2316 M
35 1307 1762 M
35 1308 904 M
35 1309 1290 M
35 1310 2115 M
35 1401 3167 M
35 1402 2985 M
35 1403 762 M
35 1404 14343 M
35 1405 -99 M
35 1406 -99 M
35 1407 687 M
35 1408 851 M
35 1409 149 M
35 1410 2200 M
35 1501 19 M
35 1502 667 M
35 1503 21194 M
35 1504 4454 M
35 1505 193 M
35 1506 241 M
35 1507 385 M
35 1508 2079 M
35 1601 2775 M
35 1602 3876 M
35 1700 1936 M
35 1801 658 M
35 1802 1185 M
35 1803 -99 M
35 1804 8902 M
35 1901 2049 M
35 1902 403 M
35 1903 587 M
35 1904 13705 M
35 1905 2655 M
35 1906 6679 M
35 1907 287 M
35 1908 788 M
35 1909 8804 M
35 1911 836 M
35 2101 135 M
35 2102 92 M
35 2103 -99 M
35 2104 3356 M
35 2105 3563 M
35 9999 8209 M
38 0101 640 H
38 0102 431 H
38 0103 350 H
38 0104 11375 H
38 0105 961 H
38 0106 4908 H
38 0201 5562 H
38 0202 3557 H
38 0203 936 H
38 0204 19 H
38 0205 -99 H
38 0206 -99 H
38 0207 2309 H
38 0208 3935 H
38 0209 20870 H
38 0210 460 H
38 0211 592 H
38 0212 -99 H
38 0213 3034 H
38 0301 1957 H
38 0302 1438 H
38 0401 5311 H
38 0402 3306 H
38 0501 1685 H
38 0502 2341 H
38 0503 1312 H
38 0504 22180 H
38 0505 4248 H
38 0506 3229 H
38 0601 466 H
38 0602 820 H
38 0603 1904 H
38 0604 934 H
38 0605 11605 H
38 0701 160 H
38 0702 1583 H
38 0800 680 H
38 0901 3379 H
38 0902 1007 H
38 0903 6701 H
38 0904 5004 H
38 0905 2209 H
38 0906 5346 H
38 0907 15206 H
38 0908 21545 H
38 0909 6597 H
38 0910 173 H
38 0911 12889 H
38 1001 1551 H
38 1002 16492 H
38 1003 9424 H
38 1004 487 H
38 1005 1215 H
38 1006 15052 H
38 1007 657 H
38 1008 21643 H
38 1101 281 H
38 1102 311 H
38 1103 1038 H
38 1104 1197 H
38 1105 1239 H
38 1106 1695 H
38 1107 1914 H
38 1108 1599 H
38 1109 1253 H
38 1110 1593 H
38 1111 2936 H
38 1112 2248 H
38 1113 1185 H
38 1114 1768 H
38 1115 5118 H
38 1116 2584 H
38 1117 4801 H
38 1118 2772 H
38 1119 3224 H
38 1120 4377 H
38 1201 3800 H
38 1202 711 H
38 1203 3648 H
38 1301 1720 H
38 1302 2323 H
38 1303 763 H
38 1304 2355 H
38 1305 746 H
38 1306 3952 H
38 1307 1543 H
38 1308 480 H
38 1309 1567 H
38 1310 2184 H
38 1401 1949 H
38 1402 2945 H
38 1403 1289 H
38 1404 11989 H
38 1405 1766 H
38 1406 1438 H
38 1407 63 H
38 1408 -99 H
38 1409 -99 H
38 1410 617 H
38 1501 -99 H
38 1502 -99 H
38 1503 -99 H
38 1504 -99 H
38 1505 -99 H
38 1506 -99 H
38 1507 -99 H
38 1508 -99 H
38 1601 3265 H
38 1602 3480 H
38 1700 1865 H
38 1801 1112 H
38 1802 1733 H
38 1803 1836 H
38 1804 15516 H
38 1901 3659 H
38 1902 2330 H
38 1903 1239 H
38 1904 5637 H
38 1905 2996 H
38 1906 11120 H
38 1907 274 H
38 1908 1455 H
38 1909 14621 H
38 1911 650 H
38 2101 244 H
38 2102 -99 H
38 2103 2 H
38 2104 5820 H
38 2105 2514 H
38 9998 3970 H
38 0101 1475 M
38 0102 720 M
38 0103 156 M
38 0104 11707 M
38 0105 119 M
38 0106 4742 M
38 0201 3894 M
38 0202 1323 M
38 0203 482 M
38 0204 2792 M
38 0205 1507 M
38 0206 842 M
38 0207 -99 M
38 0208 869 M
38 0209 14916 M
38 0210 571 M
38 0211 158 M
38 0212 1394 M
38 0213 4158 M
38 0301 2213 M
38 0302 1353 M
38 0401 3249 M
38 0402 6998 M
38 0501 1476 M
38 0502 292 M
38 0503 487 M
38 0504 12445 M
38 0505 6870 M
38 0506 4741 M
38 0601 2009 M
38 0602 2129 M
38 0603 1042 M
38 0604 951 M
38 0605 7943 M
38 0701 178 M
38 0702 1108 M
38 0800 739 M
38 0901 3724 M
38 0902 582 M
38 0903 3513 M
38 0904 1825 M
38 0905 3225 M
38 0906 4974 M
38 0907 19648 M
38 0908 19527 M
38 0909 2820 M
38 0910 550 M
38 0911 9346 M
38 1001 2726 M
38 1002 18025 M
38 1003 11859 M
38 1004 502 M
38 1005 680 M
38 1006 6058 M
38 1007 2342 M
38 1008 24656 M
38 1101 253 M
38 1102 248 M
38 1103 674 M
38 1104 875 M
38 1105 830 M
38 1106 1465 M
38 1107 188 M
38 1108 1946 M
38 1109 1770 M
38 1110 2527 M
38 1111 2703 M
38 1112 2392 M
38 1113 1045 M
38 1114 2853 M
38 1115 986 M
38 1116 1887 M
38 1117 5737 M
38 1118 3018 M
38 1119 2585 M
38 1120 3619 M
38 1201 3500 M
38 1202 1288 M
38 1203 3625 M
38 1301 1962 M
38 1302 5485 M
38 1303 424 M
38 1304 5064 M
38 1305 893 M
38 1306 2867 M
38 1307 867 M
38 1308 745 M
38 1309 2121 M
38 1310 2545 M
38 1401 1968 M
38 1402 2348 M
38 1403 982 M
38 1404 19858 M
38 1405 -99 M
38 1406 -99 M
38 1407 584 M
38 1408 1075 M
38 1409 152 M
38 1410 2278 M
38 1501 1 M
38 1502 734 M
38 1503 19198 M
38 1504 4068 M
38 1505 1099 M
38 1506 52 M
38 1507 383 M
38 1508 1673 M
38 1601 1802 M
38 1602 2408 M
38 1700 1309 M
38 1801 832 M
38 1802 2777 M
38 1803 987 M
38 1804 12296 M
38 1901 1947 M
38 1902 1231 M
38 1903 1587 M
38 1904 15795 M
38 1905 4088 M
38 1906 9336 M
38 1907 190 M
38 1908 1082 M
38 1909 11070 M
38 1911 699 M
38 2101 211 M
38 2102 95 M
38 2103 2 M
38 2104 4736 M
38 2105 2526 M
38 9999 3417 M
39 0101 685 H
39 0102 129 H
39 0103 379 H
39 0104 5192 H
39 0105 150 H
39 0106 1762 H
39 0201 4048 H
39 0202 3786 H
39 0203 223 H
39 0204 30 H
39 0205 -99 H
39 0206 -99 H
39 0207 1276 H
39 0208 3236 H
39 0209 13065 H
39 0210 307 H
39 0211 224 H
39 0212 -99 H
39 0213 1834 H
39 0301 1213 H
39 0302 632 H
39 0401 2779 H
39 0402 1655 H
39 0501 1028 H
39 0502 1050 H
39 0503 343 H
39 0504 17218 H
39 0505 3674 H
39 0506 5741 H
39 0601 1436 H
39 0602 8 H
39 0603 1971 H
39 0604 503 H
39 0605 3135 H
39 0701 46 H
39 0702 291 H
39 0800 240 H
39 0901 1516 H
39 0902 481 H
39 0903 3189 H
39 0904 3330 H
39 0905 953 H
39 0906 2987 H
39 0907 8586 H
39 0908 7549 H
39 0909 3602 H
39 0910 54 H
39 0911 7479 H
39 1001 1200 H
39 1002 4874 H
39 1003 926 H
39 1004 220 H
39 1005 635 H
39 1006 10534 H
39 1007 456 H
39 1008 9792 H
39 1101 158 H
39 1102 244 H
39 1103 309 H
39 1104 819 H
39 1105 573 H
39 1106 1219 H
39 1107 692 H
39 1108 878 H
39 1109 358 H
39 1110 863 H
39 1111 1036 H
39 1112 919 H
39 1113 504 H
39 1114 1083 H
39 1115 1553 H
39 1116 776 H
39 1117 2856 H
39 1118 1421 H
39 1119 1964 H
39 1120 1993 H
39 1201 1745 H
39 1202 86 H
39 1203 1509 H
39 1301 2273 H
39 1302 1647 H
39 1303 261 H
39 1304 1349 H
39 1305 461 H
39 1306 426 H
39 1307 621 H
39 1308 159 H
39 1309 1292 H
39 1310 1062 H
39 1401 1250 H
39 1402 1839 H
39 1403 796 H
39 1404 3078 H
39 1405 1338 H
39 1406 845 H
39 1407 12 H
39 1408 -99 H
39 1409 -99 H
39 1410 564 H
39 1501 -99 H
39 1502 -99 H
39 1503 -99 H
39 1504 -99 H
39 1505 -99 H
39 1506 -99 H
39 1507 -99 H
39 1508 -99 H
39 1601 1289 H
39 1602 1305 H
39 1700 985 H
39 1801 642 H
39 1802 239 H
39 1803 33 H
39 1804 5200 H
39 1901 1384 H
39 1902 442 H
39 1903 573 H
39 1904 2593 H
39 1905 2291 H
39 1906 5640 H
39 1907 150 H
39 1908 379 H
39 1909 10309 H
39 1911 1406 H
39 2101 94 H
39 2102 -99 H
39 2103 -99 H
39 2104 7580 H
39 2105 1312 H
39 9998 2630 H
39 0101 617 M
39 0102 96 M
39 0103 375 M
39 0104 3983 M
39 0105 95 M
39 0106 958 M
39 0201 2419 M
39 0202 1420 M
39 0203 583 M
39 0204 1463 M
39 0205 628 M
39 0206 698 M
39 0207 -99 M
39 0208 631 M
39 0209 8297 M
39 0210 316 M
39 0211 143 M
39 0212 884 M
39 0213 2228 M
39 0301 1174 M
39 0302 930 M
39 0401 2061 M
39 0402 3442 M
39 0501 2007 M
39 0502 319 M
39 0503 73 M
39 0504 10513 M
39 0505 5142 M
39 0506 11717 M
39 0601 9042 M
39 0602 51 M
39 0603 509 M
39 0604 430 M
39 0605 6293 M
39 0701 21 M
39 0702 358 M
39 0800 218 M
39 0901 1809 M
39 0902 262 M
39 0903 1198 M
39 0904 1100 M
39 0905 1255 M
39 0906 2165 M
39 0907 5719 M
39 0908 7456 M
39 0909 1085 M
39 0910 93 M
39 0911 4547 M
39 1001 1475 M
39 1002 3797 M
39 1003 1220 M
39 1004 171 M
39 1005 251 M
39 1006 3512 M
39 1007 1728 M
39 1008 9578 M
39 1101 109 M
39 1102 153 M
39 1103 219 M
39 1104 394 M
39 1105 286 M
39 1106 933 M
39 1107 138 M
39 1108 1312 M
39 1109 580 M
39 1110 1183 M
39 1111 1527 M
39 1112 906 M
39 1113 338 M
39 1114 1203 M
39 1115 240 M
39 1116 597 M
39 1117 2922 M
39 1118 963 M
39 1119 1324 M
39 1120 2108 M
39 1201 1382 M
39 1202 120 M
39 1203 1482 M
39 1301 1813 M
39 1302 2865 M
39 1303 102 M
39 1304 1695 M
39 1305 794 M
39 1306 428 M
39 1307 398 M
39 1308 185 M
39 1309 840 M
39 1310 2380 M
39 1401 945 M
39 1402 1383 M
39 1403 502 M
39 1404 4343 M
39 1405 -99 M
39 1406 -99 M
39 1407 235 M
39 1408 419 M
39 1409 180 M
39 1410 1661 M
39 1501 -99 M
39 1502 823 M
39 1503 10257 M
39 1504 2870 M
39 1505 256 M
39 1506 13 M
39 1507 330 M
39 1508 650 M
39 1601 908 M
39 1602 1066 M
39 1700 941 M
39 1801 446 M
39 1802 552 M
39 1803 44 M
39 1804 4445 M
39 1901 1785 M
39 1902 222 M
39 1903 964 M
39 1904 7045 M
39 1905 1884 M
39 1906 3665 M
39 1907 109 M
39 1908 692 M
39 1909 7923 M
39 1911 1110 M
39 2101 48 M
39 2102 23 M
39 2103 -99 M
39 2104 7512 M
39 2105 1219 M
39 9999 2175 M
5 0101 488 H
5 0102 36 H
5 0103 102 H
5 0104 1774 H
5 0105 74 H
5 0106 356 H
5 0201 1217 H
5 0202 1182 H
5 0203 18 H
5 0204 -99 H
5 0205 -99 H
5 0206 -99 H
5 0207 419 H
5 0208 708 H
5 0209 2886 H
5 0210 81 H
5 0211 50 H
5 0212 -99 H
5 0213 241 H
5 0301 336 H
5 0302 236 H
5 0401 253 H
5 0402 326 H
5 0501 6 H
5 0502 247 H
5 0503 45 H
5 0504 5849 H
5 0505 1509 H
5 0506 23584 H
5 0601 16 H
5 0602 18 H
5 0603 267 H
5 0604 283 H
5 0605 789 H
5 0701 3 H
5 0702 83 H
5 0800 41 H
5 0901 585 H
5 0902 262 H
5 0903 799 H
5 0904 424 H
5 0905 474 H
5 0906 1956 H
5 0907 2471 H
5 0908 1420 H
5 0909 -99 H
5 0910 58 H
5 0911 709 H
5 1001 305 H
5 1002 2498 H
5 1003 249 H
5 1004 46 H
5 1005 291 H
5 1006 3286 H
5 1007 110 H
5 1008 4757 H
5 1101 39 H
5 1102 90 H
5 1103 180 H
5 1104 108 H
5 1105 69 H
5 1106 240 H
5 1107 401 H
5 1108 182 H
5 1109 113 H
5 1110 336 H
5 1111 504 H
5 1112 138 H
5 1113 276 H
5 1114 271 H
5 1115 474 H
5 1116 246 H
5 1117 866 H
5 1118 621 H
5 1119 536 H
5 1120 807 H
5 1201 415 H
5 1202 -99 H
5 1203 354 H
5 1301 330 H
5 1302 256 H
5 1303 72 H
5 1304 267 H
5 1305 79 H
5 1306 166 H
5 1307 40 H
5 1308 16 H
5 1309 146 H
5 1310 85 H
5 1401 147 H
5 1402 478 H
5 1403 116 H
5 1404 1400 H
5 1405 416 H
5 1406 170 H
5 1407 5 H
5 1408 -99 H
5 1409 -99 H
5 1410 43 H
5 1501 -99 H
5 1502 -99 H
5 1503 -99 H
5 1504 -99 H
5 1505 -99 H
5 1506 -99 H
5 1507 -99 H
5 1508 -99 H
5 1601 152 H
5 1602 279 H
5 1700 43 H
5 1801 280 H
5 1802 277 H
5 1803 1 H
5 1804 2080 H
5 1901 354 H
5 1902 121 H
5 1903 44 H
5 1904 797 H
5 1905 352 H
5 1906 748 H
5 1907 21 H
5 1908 72 H
5 1909 1101 H
5 1911 185 H
5 2101 10 H
5 2102 -99 H
5 2103 -99 H
5 2104 87 H
5 2105 362 H
5 9998 4 H
5 0101 342 M
5 0102 30 M
5 0103 20 M
5 0104 1315 M
5 0105 15 M
5 0106 338 M
5 0201 576 M
5 0202 180 M
5 0203 23 M
5 0204 457 M
5 0205 175 M
5 0206 209 M
5 0207 -99 M
5 0208 129 M
5 0209 1510 M
5 0210 31 M
5 0211 18 M
5 0212 205 M
5 0213 255 M
5 0301 347 M
5 0302 193 M
5 0401 403 M
5 0402 529 M
5 0501 118 M
5 0502 326 M
5 0503 14 M
5 0504 2258 M
5 0505 3492 M
5 0506 6062 M
5 0601 154 M
5 0602 38 M
5 0603 209 M
5 0604 328 M
5 0605 599 M
5 0701 8 M
5 0702 87 M
5 0800 60 M
5 0901 751 M
5 0902 267 M
5 0903 389 M
5 0904 80 M
5 0905 454 M
5 0906 939 M
5 0907 3440 M
5 0908 1703 M
5 0909 -99 M
5 0910 32 M
5 0911 508 M
5 1001 439 M
5 1002 1674 M
5 1003 437 M
5 1004 34 M
5 1005 214 M
5 1006 619 M
5 1007 421 M
5 1008 5153 M
5 1101 67 M
5 1102 59 M
5 1103 94 M
5 1104 86 M
5 1105 63 M
5 1106 200 M
5 1107 31 M
5 1108 270 M
5 1109 175 M
5 1110 487 M
5 1111 384 M
5 1112 249 M
5 1113 104 M
5 1114 129 M
5 1115 221 M
5 1116 157 M
5 1117 1009 M
5 1118 289 M
5 1119 342 M
5 1120 520 M
5 1201 333 M
5 1202 11 M
5 1203 491 M
5 1301 141 M
5 1302 356 M
5 1303 16 M
5 1304 183 M
5 1305 35 M
5 1306 57 M
5 1307 35 M
5 1308 60 M
5 1309 120 M
5 1310 134 M
5 1401 189 M
5 1402 399 M
5 1403 84 M
5 1404 1606 M
5 1405 -99 M
5 1406 -99 M
5 1407 10 M
5 1408 118 M
5 1409 26 M
5 1410 403 M
5 1501 -99 M
5 1502 69 M
5 1503 1783 M
5 1504 870 M
5 1505 167 M
5 1506 12 M
5 1507 25 M
5 1508 249 M
5 1601 207 M
5 1602 327 M
5 1700 46 M
5 1801 257 M
5 1802 423 M
5 1803 15 M
5 1804 1740 M
5 1901 314 M
5 1902 65 M
5 1903 59 M
5 1904 1970 M
5 1905 247 M
5 1906 609 M
5 1907 -99 M
5 1908 54 M
5 1909 1339 M
5 1911 201 M
5 2101 1 M
5 2102 15 M
5 2103 -99 M
5 2104 95 M
5 2105 86 M
5 9999 -99 M
9 0101 580 H
9 0102 111 H
9 0103 368 H
9 0104 3559 H
9 0105 353 H
9 0106 1145 H
9 0201 3505 H
9 0202 1957 H
9 0203 329 H
9 0204 32 H
9 0205 -99 H
9 0206 -99 H
9 0207 866 H
9 0208 1252 H
9 0209 10057 H
9 0210 367 H
9 0211 218 H
9 0212 -99 H
9 0213 1453 H
9 0301 996 H
9 0302 971 H
9 0401 1403 H
9 0402 1072 H
9 0501 88 H
9 0502 373 H
9 0503 239 H
9 0504 1659 H
9 0505 1632 H
9 0506 695 H
9 0601 57 H
9 0602 160 H
9 0603 513 H
9 0604 298 H
9 0605 3310 H
9 0701 70 H
9 0702 395 H
9 0800 388 H
9 0901 708 H
9 0902 163 H
9 0903 1624 H
9 0904 772 H
9 0905 912 H
9 0906 1678 H
9 0907 5449 H
9 0908 5394 H
9 0909 1310 H
9 0910 50 H
9 0911 1975 H
9 1001 1342 H
9 1002 4719 H
9 1003 3128 H
9 1004 170 H
9 1005 1148 H
9 1006 7794 H
9 1007 596 H
9 1008 5555 H
9 1101 146 H
9 1102 323 H
9 1103 412 H
9 1104 402 H
9 1105 430 H
9 1106 712 H
9 1107 1377 H
9 1108 814 H
9 1109 331 H
9 1110 856 H
9 1111 1375 H
9 1112 700 H
9 1113 601 H
9 1114 873 H
9 1115 997 H
9 1116 923 H
9 1117 2308 H
9 1118 1406 H
9 1119 2163 H
9 1120 2284 H
9 1201 1015 H
9 1202 52 H
9 1203 1708 H
9 1301 1084 H
9 1302 1196 H
9 1303 584 H
9 1304 1167 H
9 1305 365 H
9 1306 759 H
9 1307 513 H
9 1308 247 H
9 1309 731 H
9 1310 979 H
9 1401 823 H
9 1402 1416 H
9 1403 651 H
9 1404 3300 H
9 1405 709 H
9 1406 658 H
9 1407 39 H
9 1408 -99 H
9 1409 -99 H
9 1410 173 H
9 1501 -99 H
9 1502 -99 H
9 1503 -99 H
9 1504 -99 H
9 1505 -99 H
9 1506 -99 H
9 1507 -99 H
9 1508 -99 H
9 1601 1601 H
9 1602 1099 H
9 1700 1137 H
9 1801 209 H
9 1802 284 H
9 1803 44 H
9 1804 3387 H
9 1901 1326 H
9 1902 755 H
9 1903 432 H
9 1904 1825 H
9 1905 639 H
9 1906 3781 H
9 1907 256 H
9 1908 281 H
9 1909 4148 H
9 1911 337 H
9 2101 25 H
9 2102 2 H
9 2103 39 H
9 2104 1823 H
9 2105 1779 H
9 9998 113 H
9 0101 486 M
9 0102 97 M
9 0103 47 M
9 0104 2831 M
9 0105 32 M
9 0106 1028 M
9 0201 2093 M
9 0202 612 M
9 0203 91 M
9 0204 1513 M
9 0205 541 M
9 0206 445 M
9 0207 -99 M
9 0208 206 M
9 0209 4776 M
9 0210 267 M
9 0211 218 M
9 0212 481 M
9 0213 1722 M
9 0301 962 M
9 0302 668 M
9 0401 898 M
9 0402 1432 M
9 0501 8 M
9 0502 202 M
9 0503 85 M
9 0504 1772 M
9 0505 2516 M
9 0506 1998 M
9 0601 23 M
9 0602 62 M
9 0603 539 M
9 0604 277 M
9 0605 3232 M
9 0701 47 M
9 0702 278 M
9 0800 453 M
9 0901 1029 M
9 0902 68 M
9 0903 527 M
9 0904 231 M
9 0905 1093 M
9 0906 1219 M
9 0907 4986 M
9 0908 3952 M
9 0909 347 M
9 0910 108 M
9 0911 1425 M
9 1001 1593 M
9 1002 3900 M
9 1003 4303 M
9 1004 188 M
9 1005 478 M
9 1006 2474 M
9 1007 1249 M
9 1008 5306 M
9 1101 179 M
9 1102 131 M
9 1103 171 M
9 1104 279 M
9 1105 398 M
9 1106 684 M
9 1107 195 M
9 1108 729 M
9 1109 241 M
9 1110 872 M
9 1111 1026 M
9 1112 686 M
9 1113 371 M
9 1114 861 M
9 1115 80 M
9 1116 370 M
9 1117 2247 M
9 1118 849 M
9 1119 952 M
9 1120 1144 M
9 1201 961 M
9 1202 37 M
9 1203 1211 M
9 1301 708 M
9 1302 1250 M
9 1303 284 M
9 1304 1184 M
9 1305 289 M
9 1306 479 M
9 1307 406 M
9 1308 309 M
9 1309 519 M
9 1310 921 M
9 1401 727 M
9 1402 990 M
9 1403 416 M
9 1404 4410 M
9 1405 -99 M
9 1406 -99 M
9 1407 392 M
9 1408 207 M
9 1409 64 M
9 1410 902 M
9 1501 1 M
9 1502 278 M
9 1503 5528 M
9 1504 2074 M
9 1505 419 M
9 1506 5 M
9 1507 146 M
9 1508 727 M
9 1601 1283 M
9 1602 1088 M
9 1700 590 M
9 1801 229 M
9 1802 399 M
9 1803 33 M
9 1804 2767 M
9 1901 653 M
9 1902 286 M
9 1903 387 M
9 1904 5478 M
9 1905 778 M
9 1906 3011 M
9 1907 113 M
9 1908 290 M
9 1909 3840 M
9 1911 406 M
9 2101 64 M
9 2102 29 M
9 2103 47 M
9 2104 1201 M
9 2105 2162 M
9 9999 62 M
24 0101 1064 H
24 0102 221 H
24 0103 878 H
24 0104 3472 H
24 0105 465 H
24 0106 1313 H
24 0201 3674 H
24 0202 3546 H
24 0203 252 H
24 0204 4 H
24 0205 -99 H
24 0206 -99 H
24 0207 767 H
24 0208 1345 H
24 0209 18599 H
24 0210 152 H
24 0211 120 H
24 0212 -99 H
24 0213 1953 H
24 0301 1221 H
24 0302 1898 H
24 0401 6339 H
24 0402 1258 H
24 0501 258 H
24 0502 310 H
24 0503 1451 H
24 0504 46760 H
24 0505 3596 H
24 0506 7633 H
24 0601 283 H
24 0602 86 H
24 0603 961 H
24 0604 1351 H
24 0605 4273 H
24 0701 172 H
24 0702 1535 H
24 0800 462 H
24 0901 1145 H
24 0902 835 H
24 0903 10426 H
24 0904 5739 H
24 0905 656 H
24 0906 6827 H
24 0907 9751 H
24 0908 12710 H
24 0909 9931 H
24 0910 1362 H
24 0911 17334 H
24 1001 1016 H
24 1002 5038 H
24 1003 9017 H
24 1004 97 H
24 1005 536 H
24 1006 6426 H
24 1007 132 H
24 1008 5514 H
24 1101 10 H
24 1102 139 H
24 1103 738 H
24 1104 1037 H
24 1105 646 H
24 1106 937 H
24 1107 1221 H
24 1108 672 H
24 1109 1194 H
24 1110 1541 H
24 1111 1599 H
24 1112 1649 H
24 1113 641 H
24 1114 2627 H
24 1115 1633 H
24 1116 1335 H
24 1117 4003 H
24 1118 2137 H
24 1119 4198 H
24 1120 2068 H
24 1201 1233 H
24 1202 12 H
24 1203 2686 H
24 1301 842 H
24 1302 894 H
24 1303 471 H
24 1304 925 H
24 1305 89 H
24 1306 638 H
24 1307 1353 H
24 1308 2196 H
24 1309 773 H
24 1310 1073 H
24 1401 782 H
24 1402 2127 H
24 1403 184 H
24 1404 4692 H
24 1405 654 H
24 1406 440 H
24 1407 25 H
24 1408 -99 H
24 1409 -99 H
24 1410 114 H
24 1501 -99 H
24 1502 -99 H
24 1503 -99 H
24 1504 -99 H
24 1505 -99 H
24 1506 -99 H
24 1507 -99 H
24 1508 -99 H
24 1601 4519 H
24 1602 2670 H
24 1700 1439 H
24 1801 1146 H
24 1802 606 H
24 1803 433 H
24 1804 10097 H
24 1901 2240 H
24 1902 497 H
24 1903 97 H
24 1904 1914 H
24 1905 552 H
24 1906 4780 H
24 1907 25 H
24 1908 259 H
24 1909 9555 H
24 1911 709 H
24 2101 101 H
24 2102 5 H
24 2103 -99 H
24 2104 2483 H
